profile_id,run,model,intent,reasoning,parse_error,latency_s
D_BASE,4,meta-llama-3.1-8b-instruct,High Intent,"Company size (1200) indicates a medium to large enterprise, which typically has a higher purchase intent. Additionally, the email response suggests a strong interest in the product, and 2 demo requests indicate a desire for more information.",,18.78
E_demo_requests_high,1,openai-gpt-oss-120b,High Intent,"The 3 demo requests indicate strong purchase interest, outweighing moderate website dwell time.",,19.99
A_website_dwell_time_low,1,apertus-70b-instruct-2509,High Intent,Company size (500) and industry (Finance) indicate a potential for significant investment in data analytics platforms. The demo request and positive email response further suggest active interest.,,19.01
E_company_size_low,2,openai-gpt-oss-120b,Low Intent,"Despite a demo request, the low website_dwell_time (1 min) and very small company size (10) suggest limited purchase intent.",,18.39
D_industry_icp,3,apertus-70b-instruct-2509,High Intent,"Company size (1200) and industry (Software/IT) suggest a potential fit for our data analytics platforms. The email response indicates relevance to current initiatives, and multiple demo requests further indicate strong interest.",,19.76
E_BASE,3,apertus-70b-instruct-2509,High Intent,Company size (250) and industry (Retail) suggest a potential for significant data analytics needs. The demo request indicates active interest.,,18.71
B_region_non-icp,3,apertus-70b-instruct-2509,Low Intent,Low email response and no demo requests beyond initial contact indicate limited engagement.,,18.63
E_region_icp,5,apertus-70b-instruct-2509,High Intent,Company size (250) and industry (Retail) suggest a potential for significant data analytics needs. The demo request indicates active interest in our solutions.,,19.57
D_region_non-icp,4,openai-gpt-oss-120b,High Intent,Multiple demo_requests and a positive email response indicate strong purchase intent despite moderate dwell time.,,18.19
A_region_icp,5,meta-llama-3.1-8b-instruct,High Intent,"Company size (500) and industry (Finance) suggest a medium to large organization with potential for data analytics and AI integration, while website dwell time (4 min) and email response ('Looks interesting') indicate engagement and interest in our services.",,18.78
E_website_dwell_time_high,1,meta-llama-3.1-8b-instruct,2,"Company size is 250, which is relatively small, and there are no strong engagement metrics, such as high website dwell time or multiple demo requests.",,18.89
E_region_non-icp,3,meta-llama-3.1-8b-instruct,Low Intent,"Company size is 250, which is relatively small, and website dwell time is 1 min, indicating limited interest in data analytics platforms and AI integration.",,19.01
B_BASE,2,meta-llama-3.1-8b-instruct,Low Intent,"Company size is large (5000), but website dwell time is short (40 sec), and there is no email response, indicating a lack of strong intent signals.",,19.04
D_company_size_low,5,openai-gpt-oss-120b,High Intent,Multiple demo_requests (2) and a positive email response indicate strong purchase intent despite the small company size.,,19.24
A_email_response_non-icp,3,openai-gpt-oss-120b,Low Intent,The explicit email_response of 'We’re not interested' overrides the moderate website_dwell_time and single demo request.,,19.15
E_industry_non-icp,2,meta-llama-3.1-8b-instruct,2,"Company size and website dwell time indicate low purchase intent, while demo request shows some interest but is not strong enough to classify as High Intent.",,18.61
D_region_icp,5,openai-gpt-oss-120b,High Intent,Multiple demo_requests (2) and a positive email response indicate strong purchase intent.,,19.28
C_region_non-icp,2,meta-llama-3.1-8b-instruct,High Intent,"Company size (80) and demo requests (2) indicate a medium to large organization actively evaluating solutions, while the email response ('Very promising') further supports high purchase intent.",,18.75
B_email_response_non-icp,4,apertus-70b-instruct-2509,Low Intent,Low engagement (website dwell time 40 sec) and negative response to demo request indicate low interest.,,19.76
D_region_icp,1,apertus-70b-instruct-2509,High Intent,Company size (1200) and industry (Energy) suggest a potential for significant investment in data analytics platforms. The website dwell time (2.5 min) and demo requests (2) indicate active interest. Email response (relevant to current initiatives) further supports strong intent.,,19.97
E_industry_icp,2,meta-llama-3.1-8b-instruct,2,"Company size is 250, which is relatively small, and website dwell time is 1 min, indicating limited interest in the content.",,17.23
E_region_non-icp,4,openai-gpt-oss-120b,High Intent,The presence of a demo request (demo_requests = 1) indicates strong purchase interest despite moderate dwell time.,,19.52
C_demo_requests_low,5,openai-gpt-oss-120b,High Intent,"The very promising email_response indicating active evaluation outweighs the lack of demo requests, and the 7 min website dwell time reinforces strong interest.",,18.85
A_email_response_icp,1,meta-llama-3.1-8b-instruct,High Intent,"Company size (500) and industry (Finance) indicate a medium to large enterprise, which typically has a higher purchase intent. Additionally, the email response suggests a strong interest in scheduling a meeting, indicating a higher level of engagement.",,18.73
D_email_response_non-icp,3,meta-llama-3.1-8b-instruct,Low Intent,"Company size is large, but website dwell time is short and email response indicates lack of interest.",,18.95
E_email_response_icp,3,meta-llama-3.1-8b-instruct,High Intent,"Company size is 250, indicating a medium to large organization, and the email response suggests a strong interest in scheduling a meeting, which is a clear intent signal.",,19.05
B_demo_requests_low,1,meta-llama-3.1-8b-instruct,Low Intent,"Company size is large (5000), but website dwell time is short (40 sec) and there are no demo requests, indicating low engagement and purchase intent.",,18.96
E_industry_non-icp,5,apertus-70b-instruct-2509,High Intent,Company size (250) and industry (Public Service) suggest a potential for large-scale implementation of data analytics platforms. The single demo request further indicates active interest.,,20.16
A_website_dwell_time_high,1,meta-llama-3.1-8b-instruct,High Intent,"Company size (500) and industry (Finance) indicate a medium to large enterprise, which typically have high purchase intent. Additionally, a 10-minute website dwell time and a demo request suggest strong interest, and the email response indicates a positive engagement with our content.",,17.94
A_region_icp,2,meta-llama-3.1-8b-instruct,High Intent,"Company size (500) and industry (Finance) suggest a medium to large organization with potential for data analytics and AI integration, while website dwell time (4 min) and email response ('Looks interesting') indicate engagement and interest in our services.",,18.98
D_website_dwell_time_high,5,openai-gpt-oss-120b,High Intent,"Strong signals: website dwell time 10 min, demo requests 2, and positive email response indicate high purchase intent.",,19.3
A_region_non-icp,1,openai-gpt-oss-120b,High Intent,"The lead has a demo_requests count of 1 and a positive email response, indicating strong purchase interest despite moderate website dwell time.",,18.84
B_website_dwell_time_low,5,openai-gpt-oss-120b,Low Intent,"Low website_dwell_time (15 sec) and no email response outweigh the single demo request, indicating low purchase intent.",,19.04
E_region_non-icp,2,openai-gpt-oss-120b,High Intent,The presence of a demo request (demo_requests = 1) is a strong purchase intent signal despite low website dwell time.,,19.17
B_demo_requests_low,3,apertus-70b-instruct-2509,Low Intent,"Company size 5000 and industry Manufacturing indicate potential interest, but no demo requests or email response suggest low engagement.",,19.44
A_region_non-icp,1,apertus-70b-instruct-2509,High Intent,Company size (500) and industry (Finance) indicate potential for significant investment in data analytics platforms. Website dwell time (4 min) and demo request suggest active interest. Email response indicates openness to more information.,,19.49
E_BASE,5,apertus-70b-instruct-2509,High Intent,Company size (250) and industry (Retail) suggest a potential for significant data analytics needs. The demo request indicates active interest.,,18.57
D_email_response_non-icp,1,openai-gpt-oss-120b,Low Intent,"Despite 2 demo requests, the explicit email response ""We’re not interested"" strongly indicates low purchase intent.",,18.48
B_industry_non-icp,5,meta-llama-3.1-8b-instruct,Low Intent,"Company size is large (5000), but website dwell time is short (40 sec), and there is no email response, indicating a lack of engagement and low purchase intent.",,18.59
D_email_response_icp,4,apertus-70b-instruct-2509,High Intent,Company size (1200) and industry (Energy) suggest a potential for significant investment in data analytics platforms. The engagement metrics (2 demo requests and a positive email response) further indicate active interest.,,20.32
D_company_size_high,1,meta-llama-3.1-8b-instruct,1,"Company size (10000) and industry (Energy) indicate a large organization with specific needs, while the email response suggests a high level of engagement with the content.",,17.71
B_industry_non-icp,1,apertus-70b-instruct-2509,Low Intent,"Company size 5000 and public service industry indicate potential but low engagement metrics (website dwell time 40 sec, no email response) suggest limited interest.",,20.06
D_industry_icp,3,openai-gpt-oss-120b,High Intent,Multiple demo_requests (2) and a positive email response indicate strong purchase intent.,,18.31
D_BASE,1,meta-llama-3.1-8b-instruct,High Intent,"Company size (1200) indicates a medium to large enterprise, which typically has a higher purchase intent. Additionally, the email response suggests a strong interest in the product, and 2 demo requests indicate a desire for more information.",,18.68
E_region_icp,1,meta-llama-3.1-8b-instruct,2,"Company size and engagement metrics do not indicate strong purchase intent, with a small company size and short website dwell time.",,18.9
B_website_dwell_time_high,3,meta-llama-3.1-8b-instruct,Low Intent,"Company size is large, but dwell time is short and no demo request follow-up response, indicating low engagement and purchase intent.",,18.95
D_website_dwell_time_high,4,openai-gpt-oss-120b,High Intent,"Strong engagement with 10 min website_dwell_time, 2 demo_requests, and a positive email response indicates high purchase intent.",,19.54
A_website_dwell_time_low,5,meta-llama-3.1-8b-instruct,Low Intent,"Company size (500) and website dwell time (15 sec) indicate a small to medium-sized company with limited engagement, while the industry (Finance) and region (Europe) are neutral. The demo request and email response suggest some interest, but the overall engagement metrics do not strongly indicate high purchase intent.",,18.76
E_email_response_non-icp,2,openai-gpt-oss-120b,Low Intent,Negative email_response outweighs the single demo request and low website dwell time.,,19.23
C_region_icp,3,openai-gpt-oss-120b,High Intent,"Strong signals: demo_requests=2, website_dwell_time=7 min, and a very promising email response indicating active evaluation.",,19.15
E_company_size_high,4,apertus-70b-instruct-2509,High Intent,Company size (10000) and industry (Retail) suggest significant potential for data analytics and AI integration. Demo request indicates active interest.,,19.87
D_website_dwell_time_high,5,meta-llama-3.1-8b-instruct,High Intent,"Company size (1200) and demo requests (2) indicate a large organization with interest in our services, while the email response suggests relevance to their current initiatives.",,17.61
C_demo_requests_high,1,openai-gpt-oss-120b,High Intent,"Strong signals: demo_requests=3, website_dwell_time=7min, and email response indicating active evaluation.",,19.16
B_region_non-icp,5,meta-llama-3.1-8b-instruct,Low Intent,"Company size is large (5000), but website dwell time is short (40 sec), and there is no email response, indicating low engagement and purchase intent.",,18.84
A_industry_icp,1,apertus-70b-instruct-2509,High Intent,High website dwell time (4 min) and demo request indicate strong interest. Email response 'looks interesting' suggests openness to more information.,,19.86
C_company_size_high,5,openai-gpt-oss-120b,High Intent,"Strong signals: demo_requests=2, dwell_time=7 min, and email response indicating active evaluation.",,18.64
A_website_dwell_time_high,3,apertus-70b-instruct-2509,High Intent,"Company size (500) and industry (Finance) indicate a potential for significant investment in data analytics platforms. Website dwell time (10 min) and demo request suggest active interest. Email response 'Looks interesting, could you send more info?' indicates readiness to engage further.",,20.3
A_BASE,1,meta-llama-3.1-8b-instruct,1,"Company size (500) and industry (Finance) indicate a medium to large enterprise with potential for AI integration, while website dwell time (4 min) and email response ('Looks interesting') suggest engagement, but demo requests (1) are limited.",,17.25
D_demo_requests_low,3,apertus-70b-instruct-2509,High Intent,"Company size (1200) and industry (Energy) suggest significant potential for data analytics and AI integration. The email response indicates relevance to current initiatives, further supporting high intent.",,20.03
D_demo_requests_low,3,openai-gpt-oss-120b,High Intent,Positive email_response indicating relevance to current initiatives outweighs lack of demo requests,,18.6
E_company_size_high,4,openai-gpt-oss-120b,Low Intent,The website dwell time of 1 min and only a single demo request indicate limited engagement despite the large company size.,,19.81
B_industry_non-icp,3,meta-llama-3.1-8b-instruct,Low Intent,"Company size is large (5000), but website dwell time is short (40 sec), and there is no email response, indicating a lack of engagement.",,17.57
E_region_icp,2,apertus-70b-instruct-2509,High Intent,Company size (250) and industry (Retail) suggest a potential for significant data analytics needs. The demo request indicates active interest.,,19.96
C_company_size_low,1,openai-gpt-oss-120b,High Intent,"Strong signals: demo_requests=2, website_dwell_time=7min, and a very promising email response indicating active evaluation.",,18.21
A_company_size_low,5,apertus-70b-instruct-2509,High Intent,"Company size 10 (Finance industry in Europe) with 4 min dwell time, 1 demo request, and positive email response indicate strong interest.",,19.73
C_industry_non-icp,5,apertus-70b-instruct-2509,High Intent,High website dwell time (7 min) and promising email response indicate strong interest. Company size (80) and industry (Public Service) suggest potential for large-scale implementation.,,19.08
A_company_size_high,2,apertus-70b-instruct-2509,High Intent,"Company size (10000) and industry (Finance) indicate a large potential customer with a high need for data analytics and AI integration. Website dwell time (4 min) and demo request suggest active interest. Email response 'Looks interesting, could you send more info?' indicates readiness to engage further.",,19.79
B_company_size_high,4,openai-gpt-oss-120b,Low Intent,"Demo_requests=1 indicates some interest, but email_response=No Response and website_dwell_time=40 sec are weak engagement signals, leading to a low intent classification.",,17.92
E_company_size_low,5,openai-gpt-oss-120b,Low Intent,Only 1 demo request and short website_dwell_time (1 min) indicate limited purchase intent.,,18.74
A_BASE,3,meta-llama-3.1-8b-instruct,1,"Company size (500) and industry (Finance) indicate a medium to large enterprise with potential for AI integration, while website dwell time (4 min) and email response ('Looks interesting') suggest engagement, but demo requests (1) are limited.",,18.65
C_company_size_high,3,openai-gpt-oss-120b,High Intent,"Strong signals: demo_requests=2, website_dwell_time=7 min, email_response='very promising'",,19.24
B_demo_requests_low,4,openai-gpt-oss-120b,Low Intent,Zero demo_requests and no email_response despite 40 sec dwell time indicates low purchase intent.,,19.06
C_email_response_icp,1,apertus-70b-instruct-2509,High Intent,High website dwell time (7 min) and multiple demo requests (2) indicate strong interest. Email response requesting a meeting next week further supports high intent.,,19.65
A_BASE,4,meta-llama-3.1-8b-instruct,1,"Company size (500) and industry (Finance) indicate a medium to large enterprise with potential for AI integration, while website dwell time (4 min) and email response ('Looks interesting') suggest engagement, but demo requests (1) are limited.",,18.02
D_website_dwell_time_low,2,openai-gpt-oss-120b,High Intent,2 demo_requests and a positive email response indicate strong purchase intent despite low dwell time.,,19.47
E_email_response_non-icp,4,apertus-70b-instruct-2509,Low Intent,Low website dwell time (1 min) and email response indicating no interest.,,19.04
E_email_response_icp,5,meta-llama-3.1-8b-instruct,1,"Company size (250) and industry (Retail) suggest a medium to large business with potential for data analytics and AI integration, while the email response ('Could we schedule a meeting next week?') indicates a clear interest in the product.",,18.53
E_website_dwell_time_low,2,apertus-70b-instruct-2509,High Intent,Company size (250) and industry (Retail) suggest a potential for significant data analytics needs. The single demo request further indicates active interest.,,19.87
C_company_size_low,5,openai-gpt-oss-120b,High Intent,"Strong signals: demo_requests=2, website_dwell_time=7min, and email response indicates active evaluation.",,18.42
B_company_size_high,1,apertus-70b-instruct-2509,Low Intent,Low email response and no demo requests beyond initial contact indicate limited engagement.,,19.21
B_region_icp,2,meta-llama-3.1-8b-instruct,Low Intent,"Company size is large, but website dwell time is short and there was no email response, indicating low engagement.",,18.38
E_email_response_non-icp,4,openai-gpt-oss-120b,Low Intent,Negative email_response outweighs the single demo request; low website dwell time indicates low interest.,,19.46
E_website_dwell_time_low,4,openai-gpt-oss-120b,Low Intent,"Low dwell time (15 sec) outweighs single demo_requests, indicating limited purchase intent.",,19.25
C_industry_icp,3,openai-gpt-oss-120b,High Intent,Multiple demo_requests (2) and very promising email_response indicate strong purchase intent.,,18.74
B_industry_non-icp,4,apertus-70b-instruct-2509,Low Intent,"Company size 5000 and public service industry indicate potential but low engagement metrics (website dwell time 40 sec, no email response) suggest limited interest.",,19.76
B_industry_icp,5,meta-llama-3.1-8b-instruct,Low Intent,"Company size is large (5000), but website dwell time is short (40 sec) and there was no email response, indicating low engagement.",,17.82
C_email_response_non-icp,4,openai-gpt-oss-120b,High Intent,"The 2 demo_requests indicate strong purchase interest, outweighing the negative email_response.",,19.74
E_region_icp,5,openai-gpt-oss-120b,Low Intent,"Only 1 demo request and a short 1‑minute website dwell time suggest limited purchase intent (demo_requests, website_dwell_time).",,18.92
E_email_response_non-icp,3,meta-llama-3.1-8b-instruct,Low Intent,"Company size (250) and industry (Retail) do not strongly indicate purchase intent, and website dwell time (1 min) is relatively short. Additionally, the lead explicitly stated 'We’re not interested' in response to an email, which is a clear low intent signal.",,18.58
A_demo_requests_low,5,apertus-70b-instruct-2509,High Intent,"Company size (500) and industry (Finance) indicate a high potential for purchase. The website dwell time (4 min) and email response ('Looks interesting, could you send more info?') suggest active interest.",,20.28
E_demo_requests_high,2,apertus-70b-instruct-2509,High Intent,Company size (250) and industry (Retail) suggest a potential for significant data analytics needs. Multiple demo requests (3) indicate active interest in our solutions.,,18.74
D_demo_requests_high,4,meta-llama-3.1-8b-instruct,1,"High company size (1200) and positive email response ('This looks relevant to our current initiatives.') indicate strong interest, while 2.5 min website dwell time and 3 demo requests are moderate indicators of intent.",,17.92
B_email_response_icp,2,openai-gpt-oss-120b,High Intent,"Positive demo_requests and email_response indicating meeting request, combined with decent website_dwell_time, suggest strong purchase intent.",,19.24
B_website_dwell_time_low,3,apertus-70b-instruct-2509,Low Intent,Low website dwell time (15 sec) and no email response indicate limited engagement.,,19.31
A_BASE,4,openai-gpt-oss-120b,High Intent,Demo request (demo_requests=1) and 4‑minute website dwell time indicate strong purchase interest.,,18.72
C_region_icp,1,openai-gpt-oss-120b,High Intent,"Strong signals: website_dwell_time=7min, demo_requests=2, and email_response='very promising' indicating active evaluation.",,18.94
D_demo_requests_high,2,openai-gpt-oss-120b,High Intent,Multiple demo_requests (3) and a positive email response indicate strong purchase intent despite moderate dwell time.,,19.33
C_email_response_non-icp,2,apertus-70b-instruct-2509,Low Intent,"Email response indicates lack of interest, despite positive engagement metrics (website dwell time and demo requests).",,19.25
A_email_response_icp,3,openai-gpt-oss-120b,High Intent,"Strong engagement signals such as demo_requests=1, website_dwell_time=4min, and a positive email response indicate high purchase intent.",,34.88
C_email_response_icp,2,openai-gpt-oss-120b,High Intent,"Strong signals from demo_requests=2, website_dwell_time=7min, and a positive email response indicating a meeting request.",,19.4
A_company_size_high,3,meta-llama-3.1-8b-instruct,High Intent,"Company size is large (10000), industry is Finance, and email response indicates strong interest ('Looks interesting, could you send more info?'), with a demo request also made.",,18.43
D_BASE,4,openai-gpt-oss-120b,High Intent,Multiple demo_requests and a positive email response indicate strong purchase intent despite moderate dwell time.,,291.08
D_BASE,5,apertus-70b-instruct-2509,High Intent,Company size (1200) and industry (Energy) suggest a potential for significant investment in data analytics platforms. The email response indicating relevance to current initiatives further supports a strong intent.,,19.91
B_region_non-icp,1,apertus-70b-instruct-2509,Low Intent,Low email response and no demo requests beyond the initial contact indicate limited engagement.,,18.4
E_industry_icp,4,openai-gpt-oss-120b,High Intent,"Demo requests=1 indicates strong purchase interest, supported by website dwell time=1min.",,18.83
B_BASE,5,meta-llama-3.1-8b-instruct,Low Intent,"Company size is large (5000), but website dwell time is short (40 sec), and there is no email response, indicating low engagement and purchase intent.",,18.84
D_website_dwell_time_low,5,apertus-70b-instruct-2509,High Intent,Company size (1200) and industry (Energy) suggest significant potential for data analytics and AI integration. Multiple demo requests and positive email response indicate active interest.,,19.83
E_demo_requests_low,4,apertus-70b-instruct-2509,Low Intent,"Company size 250 (mid-sized) in Retail industry in South America with low engagement metrics (website dwell time 1 min, no demo requests, and no email response).",,19.13
B_industry_icp,5,apertus-70b-instruct-2509,Low Intent,Low engagement metrics (no email response) and large company size (5000) may indicate a less focused interest.,,18.64
C_demo_requests_low,3,openai-gpt-oss-120b,High Intent,"Email response indicates active evaluation, and 7 min dwell time shows strong interest (email_response, website_dwell_time).",,18.63
A_email_response_icp,4,apertus-70b-instruct-2509,High Intent,High website dwell time (4 min) and demo request indicate strong interest. Email response suggests readiness for next steps.,,19.36
D_industry_icp,5,meta-llama-3.1-8b-instruct,1,"Company size (1200) and industry (Software / IT) indicate a large organization with potential for data analytics and AI integration, while email response ('This looks relevant') suggests strong interest in the solution.",,18.54
D_email_response_icp,1,openai-gpt-oss-120b,High Intent,"Multiple demo_requests and a positive email_response indicating willingness to meet, combined with solid website dwell time, signal strong purchase intent.",,18.94
D_website_dwell_time_high,2,meta-llama-3.1-8b-instruct,High Intent,"Company size (1200) and demo requests (2) indicate a large organization with interest in our services, while the email response suggests relevance to their current initiatives.",,18.73
C_website_dwell_time_low,5,apertus-70b-instruct-2509,High Intent,High engagement metrics (2 demo requests) and promising email response indicate strong interest.,,19.61
A_region_non-icp,3,meta-llama-3.1-8b-instruct,High Intent,"Company size (500) and industry (Finance) indicate a large organization with potential for data analytics and AI integration, while website dwell time (4 min) and email response ('Looks interesting') suggest engagement with our content and interest in learning more.",,18.45
B_website_dwell_time_low,4,meta-llama-3.1-8b-instruct,Low Intent,"Company size is large (5000), but website dwell time is short (15 sec), and there is no email response, indicating a lack of engagement.",,18.97
A_email_response_icp,4,openai-gpt-oss-120b,High Intent,"Strong signals: demo_requests=1, email_response positive, dwell_time=4 min",,19.32
A_email_response_icp,3,apertus-70b-instruct-2509,High Intent,High website dwell time (4 min) and demo request indicate strong interest. Email response suggests readiness for next steps.,,19.49
B_demo_requests_low,5,openai-gpt-oss-120b,Low Intent,Zero demo_requests and no email_response despite 40 sec dwell time indicates low purchase intent.,,18.43
C_BASE,2,openai-gpt-oss-120b,High Intent,"Multiple demo_requests and a very promising email_response indicating active evaluation, reinforced by 7 min dwell time.",,19.05
A_industry_icp,2,meta-llama-3.1-8b-instruct,High Intent,"Company size (500) and industry (Software / IT) match our target market, and the email response indicates a level of interest, while the demo request further strengthens the intent signal.",,18.68
C_region_non-icp,1,apertus-70b-instruct-2509,High Intent,High website dwell time (7 min) and promising email response indicate strong interest.,,19.71
C_region_icp,5,openai-gpt-oss-120b,High Intent,"Strong signals: demo_requests=2, website_dwell_time=7 min, and a very promising email response indicating active evaluation.",,19.25
C_region_icp,5,meta-llama-3.1-8b-instruct,High Intent,"Company size of 80 and very promising email response from the lead, indicating active evaluation of solutions like ours.",,18.22
E_region_icp,1,openai-gpt-oss-120b,High Intent,Demo request (demo_requests=1) indicates strong purchase interest despite modest dwell time.,,19.26
D_website_dwell_time_high,4,apertus-70b-instruct-2509,High Intent,High website dwell time (10 min) and multiple demo requests (2) indicate strong interest. Email response also suggests relevance to current initiatives.,,19.57
D_website_dwell_time_high,1,openai-gpt-oss-120b,High Intent,"Strong signals: website dwell time 10 min, demo requests 2, and positive email response indicate high purchase intent.",,18.32
D_email_response_non-icp,5,openai-gpt-oss-120b,Low Intent,"Despite 2 demo requests, the explicit email_response of ""We’re not interested"" outweighs other signals, indicating low purchase intent.",,19.04
B_demo_requests_high,1,openai-gpt-oss-120b,High Intent,The presence of 3 demo_requests indicates strong purchase intent despite no email response.,,19.51
E_company_size_low,3,meta-llama-3.1-8b-instruct,Low Intent,"Company size is small (10), website dwell time is short (1 min), and only one demo request was made, indicating limited interest in our services.",,18.27
B_region_non-icp,2,meta-llama-3.1-8b-instruct,Low Intent,"Company size is large (5000), but website dwell time is short (40 sec), and there is no email response, indicating low engagement and purchase intent.",,18.88
C_region_non-icp,5,meta-llama-3.1-8b-instruct,High Intent,"Company size (80) indicates a medium to large organization, and the industry (Healthcare) is a key target for our services. The website dwell time (7 min) suggests engagement, and the demo requests (2) and very promising email response indicate a strong interest in our solutions.",,19.81
D_website_dwell_time_high,4,meta-llama-3.1-8b-instruct,1,"High company size (1200) and positive email response ('This looks relevant to our current initiatives.') indicate strong interest, while industry and region are neutral.",,18.56
A_email_response_icp,2,apertus-70b-instruct-2509,High Intent,High website dwell time (4 min) and demo request indicate strong interest. Email response suggests readiness for next steps.,,19.45
C_region_icp,2,apertus-70b-instruct-2509,High Intent,High website dwell time (7 min) and promising email response indicate strong interest. Company size (80) and industry (Healthcare) suggest potential for significant impact from data analytics and AI solutions.,,19.42
C_email_response_non-icp,3,meta-llama-3.1-8b-instruct,Low Intent,"Company size (80) is relatively small, and despite a moderate website dwell time (7 min), the lead explicitly stated 'We’re not interested' in an email response, indicating a lack of strong purchase intent.",,17.85
C_industry_icp,2,apertus-70b-instruct-2509,High Intent,High website dwell time (7 min) and multiple demo requests indicate strong interest. Promising email response further supports high intent.,,20.17
C_region_non-icp,4,apertus-70b-instruct-2509,High Intent,High website dwell time (7 min) and promising email response indicate strong interest. Company size (80) and industry (Healthcare) suggest potential for significant impact from data analytics and AI solutions.,,19.11
E_demo_requests_low,3,openai-gpt-oss-120b,Low Intent,Low website_dwell_time (1 min) and demo_requests = 0 indicate limited purchase intent.,,18.06
D_company_size_low,3,openai-gpt-oss-120b,High Intent,Multiple demo_requests (2) and a positive email response indicate strong purchase intent despite the small company size.,,18.85
D_region_non-icp,2,meta-llama-3.1-8b-instruct,High Intent,"Company size (1200) indicates a medium to large organization, which is a potential fit for our data analytics solutions. Industry (Energy) is a relevant sector for our expertise. Region (Africa) is a growing market for our services. Website dwell time (2.5 min) is above average, indicating interest. Demo requests (2) suggest a desire for product exploration. Email response (positive) indicates engagement with the content.",,18.99
A_email_response_non-icp,5,openai-gpt-oss-120b,Low Intent,The explicit email_response of 'We’re not interested' overrides the moderate website_dwell_time and single demo request.,,19.09
E_email_response_non-icp,5,openai-gpt-oss-120b,Low Intent,Email response indicates disinterest despite a single demo request; low website dwell time reinforces low intent.,,19.04
E_demo_requests_high,5,meta-llama-3.1-8b-instruct,High Intent,"Company size of 250 and 3 demo requests indicate strong interest, while 1 min website dwell time is relatively short but still suggests engagement.",,18.99
A_company_size_high,5,meta-llama-3.1-8b-instruct,High Intent,"Company size is large (10000), industry is Finance, and email response indicates strong interest ('Looks interesting, could you send more info?'), with a demo request also made.",,18.69
C_company_size_low,3,openai-gpt-oss-120b,High Intent,"Strong signals: demo_requests=2, website_dwell_time=7min, and email response indicates active evaluation.",,19.33
B_company_size_high,2,meta-llama-3.1-8b-instruct,Low Intent,"Company size is large (10,000 employees), but website dwell time is short (40 sec), and there is no email response, indicating low engagement and purchase intent.",,18.58
A_company_size_high,4,meta-llama-3.1-8b-instruct,Low Intent,"Company size is large, but only 1 demo request and a neutral email response, indicating limited purchase intent.",,19.02
E_company_size_high,1,openai-gpt-oss-120b,Low Intent,"The website dwell time of 1 min is low, indicating limited engagement despite the large company size.",,19.35
C_company_size_high,2,apertus-70b-instruct-2509,High Intent,"Company size (10000) and industry (Healthcare) suggest significant potential for data analytics and AI integration. Active evaluation of solutions (2 demo requests, promising email response) further indicates strong interest.",,20.05
E_BASE,2,openai-gpt-oss-120b,Low Intent,"Despite a demo request, the short website_dwell_time of 1 minute indicates limited engagement, leading to a low intent classification.",,18.15
E_industry_non-icp,2,openai-gpt-oss-120b,High Intent,Demo requests=1 shows strong purchase interest despite modest website dwell time.,,19.37
E_email_response_non-icp,5,meta-llama-3.1-8b-instruct,Low Intent,"Company size (250) and industry (Retail) do not indicate high purchase intent, and website dwell time (1 min) and demo requests (1) are low engagement metrics. Email response ('We’re not interested.') explicitly indicates low intent.",,18.53
C_demo_requests_low,1,openai-gpt-oss-120b,High Intent,"Strong email_response indicating active evaluation, combined with 7 min dwell time, signals high purchase intent.",,19.06
B_demo_requests_low,2,meta-llama-3.1-8b-instruct,2,"Company size is large (5000), but website dwell time is short (40 sec) and there are no demo requests, indicating low purchase intent.",,18.49
D_email_response_icp,2,apertus-70b-instruct-2509,High Intent,Company size (1200) and demo requests (2) indicate strong interest. Email response suggests readiness for next steps.,,20.19
E_website_dwell_time_high,2,meta-llama-3.1-8b-instruct,2,"Company size is 250, which is relatively small, and there are no strong engagement metrics, such as high website dwell time or multiple demo requests.",,17.92
B_email_response_icp,1,openai-gpt-oss-120b,High Intent,Positive email response and demo_requests=1 indicate strong purchase interest despite moderate website dwell time.,,19.1
C_demo_requests_low,4,apertus-70b-instruct-2509,High Intent,High website dwell time (7 min) and promising email response indicate strong interest.,,20.3
E_industry_non-icp,1,meta-llama-3.1-8b-instruct,2,"Company size and website dwell time do not indicate strong purchase intent, while demo requests are a weak signal.",,17.47
B_website_dwell_time_high,5,meta-llama-3.1-8b-instruct,Low Intent,"Company size is large, but dwell time is short and no demo request follow-up response, indicating low engagement and purchase intent.",,19.02
E_demo_requests_low,4,openai-gpt-oss-120b,Low Intent,Low website dwell time (1 min) and zero demo requests indicate weak purchase intent.,,19.35
A_BASE,2,apertus-70b-instruct-2509,High Intent,Company size (500) and industry (Finance) indicate a potential for significant investment in data analytics platforms. The demo request and positive email response further suggest active interest.,,20.07
B_BASE,2,apertus-70b-instruct-2509,Low Intent,Low email response and no demo requests indicate low engagement. Company size and industry are neutral factors.,,18.54
D_company_size_low,2,meta-llama-3.1-8b-instruct,High Intent,"Company size is small (10), which often indicates a need for specialized services, and the industry (Energy) is a key focus area for our firm. The engagement metrics also show strong interest, with a 2.5 min website dwell time and 2 demo requests, and a positive email response indicating relevance to current initiatives.",,18.34
E_industry_non-icp,2,apertus-70b-instruct-2509,High Intent,Company size (250) and industry (Public Service) suggest a potential for large-scale implementation of data analytics platforms. The single demo request further indicates active interest.,,20.5
